"Product Name","Product Price","Product Discount","Product Image","Product Link"
"Real Silver Plated Alternate Long Link Necklace","£15.00£7.00","(53% OFF)","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/real-silver-plated-alternate-long-link-necklace.html"
"Silver Mirrored Lens Rectangular Sporty Visor...","£8.00£7.00","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/silver-mirrored-lens-rectangular-sporty-visor-sunglasses.html"
"Multi Heart Print Bucket Hat","£12.00£6.50","(46% OFF)","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/multi-heart-print-bucket-hat.html"
"Recycled Gold Textured Circle Stud","£4.00£3.50","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/recycled-gold-textured-circle-stud.html"
"White Eyelet Belt","£8.00£6.50","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/white-eyelet-belt.html"
"Clear Pearl Hair Claw","£3.00£2.50","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/clear-pearl-hair-claw.html"
"Blue Tranparent Visor Sunglasses","£10.00£8.00","(20% OFF)","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/blue-tranparent-visor-sunglasses.html"
"Choc Patent Croc Front Buckle Mini Bag","£22.00£10.75","(51% OFF)","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/choc-patent-croc-front-buckle-mini-bag.html"
"Olive Woven Baseball Cap","£6.00£5.00","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/olive-woven-baseball-cap.html"
"Gold Twist Hoop Statement Earrings","£6.00£5.00","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/gold-twist-hoop-statement-earrings.html"
"Gold Double Cut Out Medium Hoop Earrings","£8.00£6.50","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/gold-double-cut-out-medium-hoop-earrings.html"
"Real Silver Plated Dainty Huggie 2 Pack Hoop...","£8.00£7.00","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/real-silver-plated-dainty-huggie-2-pack-hoop-earrings.html"
"Blue Faux Suede Triangle Mini Bag","£20.00£17.00","","https://cdn-media.prettylittlething.com/loader.svg","https://www.prettylittlething.com/blue-faux-suede-triangle-mini-bag.html"
